PuzzleId,FEN,Moves,Rating,Themes
01Esj,2r5/p2bk1Q1/1p2p3/3nN3/3P4/8/Pq3PPP/4R1K1 b - - 0 25,e7d6 g7d7,1298,mate mateIn1 middlegame oneMove
030s5,5rb1/R7/4r1k1/3pRp1p/5K1P/2PB4/P1P5/8 w - - 1 41,d3f5 f8f5 e5f5 e6e4 f4f3 g6f5,1298,advantage deflection endgame long sacrifice
01PBg,5r2/2p2pbk/4p1p1/5n1p/1q3P1P/pP3Q2/P5P1/1BBR3K b - - 1 28,f5h4 f3h5 h7g8 h5h4,1303,advantage middlegame pin short
03FNc,3r3r/2p1nk1p/1p3p1B/p4P2/3N4/2P5/b1P3PP/3RR1K1 b - - 1 22,h8g8 e1e7 f7e7 d4c6,1303,attraction crushing middlegame sacrifice short
04Bmk,r2q1rk1/pp1n1pp1/3b2Q1/4N2R/2Bp4/8/PPP3PP/RN4K1 b - - 0 15,d7e5 g6h7,1304,mate mateIn1 middlegame oneMove
02BXL,8/8/4QK2/8/3k1p2/5Pp1/6P1/1q6 w - - 2 58,e6f5 b1f5 f6f5 d4e3,1309,crushing endgame master queenEndgame short
03lpq,r2q1rk1/ppb2ppp/2p1b1n1/6N1/3P1PP1/3Q3P/PP4B1/R1B2RK1 b - - 0 15,h7h6 g5e6 f7e6 d3g6,1312,crushing opening short
01Uvy,8/7p/6p1/8/3k1KPP/8/8/8 b - - 0 50,d4d5 f4g5 d5e4 g5h6,1314,crushing endgame pawnEndgame short
03DTp,8/2B2pk1/5q1p/1p1r2p1/pQ6/P6P/5PP1/6K1 b - - 1 39,f6d4 b4d4 d5d4 c7e5 g7g6 e5d4,1315,advantage attraction endgame fork long
00Ea3,3r4/p5k1/1p1qprnp/1Q1pN1p1/3P1pP1/1PP5/P5PP/4RRK1 b - - 3 29,g6e5 d4e5 d6c5 b5c5 b6c5 e5f6,1316,crushing fork long middlegame
02KIQ,8/1R3pk1/4q1p1/2Pp2p1/4n3/8/1Q5P/5K2 b - - 5 41,g7h6 b2h8,1316,endgame mate mateIn1 oneMove
03mE3,r6r/1ppbk3/1b1p4/pP1Ppnq1/P1P1N3/3P2p1/4N1PP/R2Q1R1K w - - 0 24,e4g5 h8h2,1316,kingsideAttack mate mateIn1 middlegame oneMove pillsburysMate
02MlO,r1b5/1pp4p/p2p2pk/3Pr3/1PP5/4q1P1/PQ1N2P1/R4R1K w - - 1 23,d2f3 e5h5 f3h4 e3g3,1320,advantage kingsideAttack middlegame pin short skewer
04GBX,1qkr3r/1p4Rp/4p3/Q2p4/1P2P3/P7/5nK1/8 b - - 3 29,h8g8 a5c5 b8c7 c5c7,1322,endgame fork mate mateIn2 short
02ZqC,8/3N1Q1k/6pp/3P4/4P3/6P1/qq3PKP/8 b - - 0 39,b2g7 d7f6 h7h8 f7e8 g7f8 e8f8,1323,endgame long mate mateIn3
00rCs,3r3k/R5pp/5p2/2pN4/4P3/4n1qP/PPP3P1/5Q1K w - - 2 29,f1f3 g3e1 h1h2 e3f1 f3f1 e1f1,1325,advantage endgame long
0397H,3r2k1/p1pPqPpp/1p6/8/2Q5/6P1/P4P1P/4R1K1 b - - 0 28,e7f7 e1e8 d8e8 d7e8q,1327,advancedPawn endgame mate mateIn2 pin promotion short
00F3S,3r1rk1/5ppp/p5q1/1p1P4/2PpP3/P6Q/B4PPP/2R3K1 b - - 0 29,g6e4 a2b1 e4b1 c1b1,1330,crushing endgame short
00moS,r4rk1/p1p2p1p/1p2p1p1/2n1q3/8/P1B1PQP1/1P3P1P/2R2RK1 b - - 3 18,e5e4 f3f6 e6e5 c3e5 e4e5 f6e5,1330,crushing long middlegame
04BPh,2kr2nr/1bp1bppp/p1p5/4N3/3q1B2/2N2Q2/PPP3PP/R3RK2 w - - 1 15,e5f7 d4c4 f1g1 c4f7,1333,advantage fork middlegame short
01Gqt,4Q3/6bk/6pp/pp6/8/3qBP1P/PP6/K1R5 w - - 0 37,a2a3 d3a3 a1b1 a3b2,1334,endgame mate mateIn2 pin short
00xte,4rb2/8/P2P2k1/4KN1p/4P1p1/3r4/R7/5R2 w - - 1 52,f5e7 f8e7 d6e7 e8e7 e5f4 e7f7,1338,crushing endgame long
041yQ,8/1p3pk1/p1pN1bp1/2P5/1P6/P5P1/3Q1P1K/1q6 b - - 9 40,b1b3 d6e8 g7f8 e8f6,1338,crushing deflection endgame master short
038q1,8/8/3k4/p1b1p2p/P1R3pP/2P5/6K1/8 w - - 4 45,g2g3 d6d5 c4g4 h5g4,1340,crushing endgame short trappedPiece
04GQG,4r3/p1k3p1/P1p5/1p2b3/8/1K1Q3P/5rP1/3RR2q b - - 3 46,h1g2 d3d7 c7b6 d7b7 b6a5 d1a1,1341,crushing fork long middlegame
03mo2,3r1rk1/pbp2pqp/2p3p1/4R3/3P4/P1PB3P/3Q1PP1/4R1K1 w - - 3 22,d2g5 f7f6 g5g3 f6e5,1342,advantage fork middlegame short
00dCs,rn1q2k1/pbp1nrpp/1p2Q3/8/3P4/B1P1P3/P3NPPP/R4RK1 b - - 2 14,b7d5 a3e7 d8d7 e6d7,1343,advantage middlegame short
00gH0,3r2k1/6pp/8/5Q2/2pP4/2Pq2P1/5RKP/8 b - - 2 35,d3c3 f5f7 g8h8 f7f8 d8f8 f2f8,1343,backRankMate endgame long mate mateIn3 sacrifice
00YbZ,b6k/8/6p1/4q2p/1Q3r1P/P1N3R1/1PP3PK/8 w - - 3 35,b4b6 f4h4 h2g1 e5e1,1344,endgame mate mateIn2 pin short
03PlA,8/8/1r4p1/3k1p1p/3P3P/1pK3P1/1R3P2/8 w - - 0 42,b2b3 b6b3 c3b3 d5d4 b3c2 d4e4,1345,crushing defensiveMove endgame long rookEndgame
00K8j,r2q2kr/p4pp1/4b2p/n1Qn4/5B2/4P3/PP3PPP/2KR1BNR w - - 1 14,f4c7 d8c7 c5c7 d5c7,1346,advantage opening short
03wAG,8/1p5k/p3p3/P2rP3/3p1R2/5pP1/1P3P2/6K1 w - - 0 48,f4f3 d4d3 f3d3 d5d3,1346,crushing endgame rookEndgame short
03hC9,8/7R/5p2/4n3/2pp2P1/2k3K1/P4P1P/8 w - - 1 42,h7c7 d4d3 f2f4 d3d2 f4e5 d2d1q,1347,advancedPawn crushing endgame long promotion
01jao,2kr3r/ppp2ppp/2nbp3/6B1/P2P2n1/2N2N1q/1PP1BP2/R2QR1K1 w - - 2 14,e2f1 d6h2 g1h1 g4f2,1350,deflection kingsideAttack mate mateIn2 middlegame short
03B43,4r1k1/3Q2pp/p7/1p1pP3/3qp3/8/PP4PP/5R1K b - - 2 26,d4e5 d7f7 g8h8 f7f8 e8f8 f1f8,1352,backRankMate endgame long mate mateIn3 sacrifice
03bzK,r4rk1/ppp2pp1/4p1bp/8/3qNQPP/8/PPP2PB1/2KR4 b - - 3 17,d4a4 e4f6 g7f6 f4a4,1352,crushing discoveredAttack middlegame short
03vv8,8/2k2b2/2P5/2K1p1p1/4BpP1/5P2/8/8 b - - 2 52,f7e8 c5d5 e8c6 d5e5,1356,bishopEndgame crushing endgame short
02uJi,2k2n2/1p4r1/p2p3p/2pPp3/2PnR3/2N5/PP2N1PP/6K1 w - - 0 25,e4h4 d4f3 g1h1 f3h4,1358,crushing endgame kingsideAttack pin short
02VyL,r4rk1/pb3pp1/4pn1p/1Q2N1q1/4P3/2b4P/PP3PPB/R4RK1 w - - 0 24,b5b7 c3e5 h2e5 g5e5,1360,advantage middlegame short
03nuH,1k5r/pppr2p1/3p4/3Pp1Pp/3n2n1/3P3B/PP2PP2/2KRB1R1 w - - 0 19,e2e3 d4e2 c1c2 e2g1,1360,crushing fork middlegame short
00jCD,r4r1k/ppp1b1pp/3qQn2/6B1/8/2N5/PPP2PPP/R4RK1 w - - 3 14,e6b3 f6g4 g2g3 e7g5,1363,advantage discoveredAttack middlegame short
01WLY,r2qk2r/ppp1npbp/3p2p1/4n3/2P1P3/2N2BB1/PP3PPP/R2QK2R b KQkq - 0 10,e5c4 d1a4 e7c6 a4c4,1363,crushing fork master opening short
049Yk,2r3k1/3R1pbp/1N2n1p1/p7/1pB1n3/1P2B3/5PPP/6K1 b - - 1 25,c8d8 c4e6 d8d7 e6d7,1363,advantage middlegame short
01Ykx,2r5/1b3pk1/2qBp1pp/4P3/1P3P2/P7/3Q2PP/4R1K1 w - - 2 43,e1c1 c6c1 d2c1 c8c1,1364,crushing endgame master masterVsMaster short
01V7x,4kr2/1R6/p1pKP3/P1r2P2/8/8/8/8 b - - 1 49,c5f5 b7b8,1366,endgame mate mateIn1 oneMove rookEndgame
02vM9,1r2rk2/3b1qb1/3p3B/1p1Pp3/p3P2Q/PpP2P2/1P3KP1/R6R b - - 8 39,e8e7 h6g7 f7g7 h4h8 f8f7 h8b8,1366,clearance crushing exposedKing long middlegame skewer
011Un,1k6/p2bRq2/1p1P1Pp1/2p4p/7r/5QK1/P5P1/8 b - - 7 37,h4g4 f3g4 d7g4 e7f7,1367,crushing endgame short
00fVJ,8/5pkp/PQ4p1/4p3/RP1pP3/8/2rq1PPP/5BK1 w - - 0 36,b6b5 d2f2 g1h1 c2c1,1369,crushing endgame short
00O8m,r3r1k1/ppp2ppp/2nn1q2/8/3P4/P1P1P1P1/2Q3BP/R1B1KR2 b Q - 4 16,f6e6 d4d5 e6e5 d5c6,1371,crushing fork middlegame short
01Xyq,8/5kpp/1B1p4/P2P4/6PP/5p2/5P1K/r7 b - - 0 41,f7f6 b6d4 f6e7 d4a1,1372,crushing endgame fork short
03XZs,2rr2k1/4ppb1/pq1P1np1/2p1B2p/2P5/2NQ3P/RP3PP1/4R1K1 b - - 0 21,e7d6 e5f6 g7f6 c3d5,1372,advantage middlegame short
006cZ,3r1rk1/1p4p1/p1p3Qp/2q5/8/3n1N1P/PP1R2P1/5R1K b - - 7 28,g8h8 d2d3 d8d3 g6d3,1374,advantage master masterVsMaster middlegame short
000lC,3r3r/pQNk1ppp/1qnb1n2/1B6/8/8/PPP3PP/3R1R1K w - - 5 19,d1d6 d7d6 b7b6 a7b6,1377,advantage hangingPiece middlegame short
00m6L,8/8/k6p/p4p1P/p1p1pP2/K1P1P3/1P6/8 w - - 1 49,a3a4 a6b6 a4a3 b6b5 a3a2 b5a4,1378,crushing defensiveMove endgame long pawnEndgame zugzwang
00y9H,r2q1rk1/1pp2ppp/8/p2pn3/P2bN3/3BB2Q/1P3PPP/R4RK1 b - - 1 17,d4e3 e4f6 g7f6 h3h7,1380,kingsideAttack master mate mateIn2 middlegame sacrifice short
019cy,5b1r/1Q3p2/p3pk1p/1p1p2p1/3q4/1P3PPP/P5P1/2RK1B1R w - - 0 22,d1e2 d4b2 e2d3 b2c1,1380,crushing fork middlegame short
02GGR,6k1/5bpp/p5q1/1pP1p3/r2pP3/Q4P1P/6P1/2R2RK1 w - - 0 32,a3b2 a4a2 b2a2 f7a2,1382,crushing endgame short
012Fq,r5k1/1pn2p1p/p2p2p1/2pP3P/P1Pb2q1/3B2B1/1P1QrP2/R4RK1 w - - 0 21,d2e2 g4g3 g1h1 g3h3,1384,crushing kingsideAttack master middlegame pin short
0299K,r2qk2r/1ppbp1b1/p1n2B1p/3p1pN1/3Pp2P/1BN5/PPP3P1/R2Q1RK1 b kq - 0 16,g7f6 d1h5 e8f8 h5f7,1385,mate mateIn2 middlegame short
02OKj,7r/5p1p/1R3k2/4n1p1/3N1N2/4K3/1P5r/8 b - - 1 29,f6g7 d4f5 g7g8 b6b8,1386,endgame mate mateIn2 short
03tOG,3r2k1/1p5p/1b2P1pq/pP1P1r2/P7/3Q2P1/6PN/R3R2K w - - 1 32,e6e7 h6h2 h1h2 f5h5,1387,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
009Os,r2b2k1/1p3q1p/p2p4/3P2p1/2P1PRQr/8/P2B3P/2R4K w - - 1 29,g4g3 h4f4 d2f4 f7f4 g3f4 g5f4,1390,crushing long middlegame
036BY,3rB1k1/p2P4/1pp1p2p/2n2pb1/2P5/P2n1R2/6PB/5R1K b - - 0 35,c5d7 f3d3 d8e8 d3d7,1391,crushing hangingPiece middlegame short
03Jo2,r4r2/2p2pp1/2p2q2/p1bn1b2/3k4/6QP/PPP2P2/R1BR2K1 b - - 5 21,d4c4 g3b3,1391,mate mateIn1 middlegame oneMove
01Q83,1k2r3/p7/PpB2p1p/1Pq1r1p1/8/1Q4PP/6P1/5R1K b - - 2 34,e8e7 b3g8 e7e8 c6e8,1392,crushing endgame short
029M7,1k1r4/ppp2pb1/4b2p/5qp1/1P3p2/3r1N2/1P3QPP/R1B1R1K1 b - - 2 22,d3d1 f2a7 b8c8 a7a8 c8d7 e1d1,1392,crushing interference long middlegame queensideAttack
00rx9,3k2q1/pp3pN1/2b5/2pp2Q1/6n1/3P1N2/PbP2PPP/5K2 b - - 3 26,b2f6 g7e6 d8e7 g5g8,1393,crushing discoveredAttack middlegame short
00huB,3r2k1/ppp1bppp/2n5/8/4P1b1/1P3N2/PBP1P1PP/2K2B1R w - - 2 16,h2h3 g4f3 e2f3 e7g5 c1b1 d8d1,1397,crushing long middlegame
043J0,4R3/3n1pBk/2p4p/1b1p1P1N/8/1P4K1/6PP/5r2 b - - 4 31,f1f5 e8h8 h7g6 h8h6 g6g5 h2h4,1399,endgame long mate mateIn3
00ZeT,1Q1k4/4r3/2q4p/2p1pp1P/2Bb4/1P6/P6K/4R3 b - - 4 43,d8d7 c4b5 c6b5 b8b5,1400,crushing endgame pin short
04Axh,r2q1rk1/pppb1ppp/2nb1p2/8/2QP4/2NBPN2/PP3PPP/R3K2R b KQ - 2 10,d7e6 d4d5 c6e5 f3e5,1401,crushing fork middlegame short
02jBf,r1b4r/1p1pkppp/pq1Np3/3Bn3/8/P4P2/1P1B2PP/R2QK2R b KQ - 0 17,b6d6 d2b4 d6b4 a3b4,1402,crushing middlegame pin short
01oms,2r5/5p1k/8/1P1b3p/R6P/2n3P1/5P2/4R1K1 w - - 1 43,a4d4 c3e2 g1f1 e2d4,1407,crushing endgame short
00PF3,2kr3r/Qpp2ppp/3b1n2/8/3N4/4P1Pq/PP1B1P1P/2R2RK1 w - - 4 18,d4b5 f6g4 b5d6 d8d6 c1c7 c8c7,1408,advantage long middlegame
01XK2,3r1rk1/pp3pp1/2p2b1p/4p3/4Pnb1/2P2NN1/PP2BPK1/R1B1R3 w - - 2 19,g2h2 f4e2 g3e2 g4f3,1409,advantage capturingDefender middlegame short
00SCA,8/2Q5/2p2nk1/8/2r2K2/8/8/8 w - - 4 71,f4e5 c4e4 e5d6 f6e8 d6d7 e8c7,1411,crushing endgame fork long
03aIJ,8/6k1/2pq1ppp/1p2N3/1P1P1Q2/r6P/r2n1PP1/1R2R1K1 w - - 0 32,e5d3 d6f4 d3f4 d2b1,1412,crushing middlegame short
03W5g,4r1k1/pp1n1r1Q/6p1/2p5/2B2P2/1P2P1R1/PB1q3P/2R2K2 b - - 0 28,g8h7 g3h3 h7g8 h3h8,1417,mate mateIn2 middlegame operaMate pin short
008D5,r1bqk2r/pp3ppp/4p2n/3pP3/1b1P1P2/2N5/PP4PP/R1BQKB1R b KQkq - 2 9,h6f5 d1a4 c8d7 a4b4,1421,advantage fork master opening short
006wz,2r5/4ppkp/5bp1/1p6/1P6/P3B3/2r2PPP/1R1R2K1 b - - 2 22,f6b2 b1b2 c2b2 e3d4 f7f6 d4b2,1426,attraction crushing endgame fork long sacrifice
03xJC,5k2/p4p2/1p3p2/1B2nP1Q/1P6/P3q3/6KP/8 b - - 1 37,e3a3 h5h8 f8e7 h8e8 e7d6 e8d8,1427,advantage endgame long master
01eC5,r4rk1/4q1p1/p1np3p/1p3p2/2b1p3/1B5N/P1PQ1PPP/R2R2K1 b - - 1 20,a8d8 b3c4 b5c4 d2d5 g8h7 d5c6,1429,advantage fork long middlegame
004zI,2q3k1/4br1p/6RQ/1p1n2p1/7P/1P4P1/1B2PP2/6K1 b - - 0 27,h7g6 h6h8,1430,endgame mate mateIn1 oneMove
046Am,r1b2rk1/pppp1p2/5Pp1/2q1B3/2B5/3Q4/P2b1PPP/R4RK1 b - - 0 17,c5e5 d3g6 g8h8 g6g7,1432,kingsideAttack mate mateIn2 middlegame pin short
01iWy,r1b5/ppp3pp/3k4/4p2Q/1q5P/3B4/P2KR3/4R3 w - - 9 30,d2e3 b4f4,1434,mate mateIn1 middlegame oneMove
01upx,4r1k1/1p1r1pp1/p6p/3p2q1/PPnB4/4PQ2/2R2PPP/2R3K1 b - - 0 24,e8e4 c2c4 d5c4 f3e4,1438,crushing deflection middlegame short
00wPZ,r1b2rk1/ppp2ppp/8/1B1pN3/3bn3/8/PPP2qPP/RNBQR2K w - - 0 12,e5f3 f2g1 f3g1 e4f2,1441,kingsideAttack mate mateIn2 opening sacrifice short smotheredMate
01eqy,6r1/p1qk4/QbN5/3p1p2/8/4P1r1/P6P/1R2R1K1 w - - 0 32,h2g3 c7g3 g1f1 g3g2,1442,mate mateIn2 middlegame short
00G81,3r4/5k2/p4Pp1/2pK2Pp/2R5/P7/8/8 w - - 7 51,d5c5 d8c8 c5d4 c8c4 d4c4 h5h4,1443,crushing defensiveMove endgame long rookEndgame
03zQp,3r2k1/1pq2p1p/p6r/6p1/P4R2/2N5/1P3QP1/R5K1 w - - 0 28,f2g3 c7f4 g3f4 g5f4,1443,advantage middlegame short
04FET,2R5/8/7P/p2k4/5K2/3b2P1/P1p2P2/8 w - - 1 47,g3g4 d3c4 f4g5 c2c1q,1444,advancedPawn advantage endgame promotion short
01Zna,5k2/3R4/3P2K1/2p3P1/1p1r4/8/8/8 b - - 0 57,c5c4 d7d8,1445,endgame master mate mateIn1 oneMove rookEndgame
03mUY,rn1qkbnr/p1pp3p/1p2p1P1/7Q/3P4/6P1/PPP2PbP/RNB1K1NR b KQkq - 0 7,h7g6 h5g6 e8e7 c1g5 e7d6 g5d8,1447,crushing long opening skewer
01c1h,4r1k1/QP2pq2/3p2r1/3N4/4P3/8/P4p1P/1R3R1K w - - 2 30,b7b8q f7f3,1452,mate mateIn1 middlegame oneMove
01aP5,6rk/3Q2bp/p2p4/q4p2/P7/2p4P/2P5/K3R1R1 b - - 8 34,a5b4 d7g7 g8g7 e1e8 g7g8 g1g8,1453,endgame long mate mateIn3 sacrifice
001m3,7r/6k1/2b1pp2/8/P1N3p1/5nP1/4RP2/Q4K2 w - - 2 38,e2e6 h8h1 f1e2 h1a1,1455,advantage endgame short skewer
00ieR,6k1/1p3p1p/4p1p1/1P1pP3/P7/4r3/7P/1R4K1 b - - 0 33,e3e5 a4a5 d5d4 a5a6 e5b5 b1b5,1456,advantage endgame long quietMove rookEndgame
02YGv,1r3rk1/p7/2Q3pp/3p4/4q2P/8/2PR4/2K3R1 b - - 3 26,e4e3 c6g6 g8h8 g6g7,1456,endgame mate mateIn2 short
02Wga,5r1k/2r3p1/pp1N3p/2p4n/5p2/1B3P1P/PPP4B/R5K1 w - - 2 28,d6e4 c5c4 b3a4 b6b5 a4b5 a6b5,1457,advantage long middlegame trappedPiece
03t4A,r3r1k1/pb3pp1/1p1q2np/2pP4/7N/3Q3P/PPB2PP1/3R1RK1 b - - 1 21,g6h4 d3h7 g8f8 h7h8 f8e7 f1e1,1461,advantage kingsideAttack long middlegame
01ryb,8/p5k1/1r1b2bp/6p1/2B1r3/2P3P1/PP4PK/R1BR4 w - - 9 28,c4d3 e4h4 h2g1 d6c5,1462,crushing middlegame pin short
00WsE,r2qkb1r/1Q1npppp/p2pb3/8/4P3/5N2/PPP2PPP/R1B1KB1R w KQkq - 1 9,f1a6 d8a5 b2b4 a5a6 b7a6 a8a6,1464,advantage long opening
01lq2,r4rk1/p5pp/1bN2p2/3Rp3/2P3b1/1P6/PB4PP/5R1K b - - 0 19,g8f7 c6e5 f7g8 e5g4,1465,crushing master middlegame pin short
0257T,r2qnr1k/pppb2pp/2n2b1B/3NN3/8/P5QP/1PP1B1P1/R4RK1 b - - 0 18,f6e5 f1f8,1465,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
02McK,r1b4k/2qnNpbp/pp3np1/3p2B1/B1pP4/2P5/PP1N1PPP/R3Q1K1 w - - 0 17,e7d5 f6d5 e1e8 d7f8,1465,advantage hangingPiece middlegame short
01AHi,1r5r/k2q1ppp/p2pbn2/N1p1N3/P1Q1P3/2PPP3/6PP/RR4K1 b - - 0 20,b8b1 a1b1 e6c4 e5d7,1466,advantage middlegame short
00QVZ,8/7p/4K3/6p1/2k3P1/8/5P2/8 b - - 0 43,c4d4 e6f5 h7h6 f5g6 d4e4 g6h6,1468,crushing endgame long master pawnEndgame
0335U,r3N1k1/1p3ppp/p3b3/8/1n1q4/1Q1B1P2/P1PK2PP/3R3R w - - 7 21,b3c3 d4f2 d2c1 b4a2,1468,crushing middlegame short
00bJi,7k/1p2R3/p3N3/3p4/2n5/2P5/PPK4r/8 w - - 3 36,c2d3 h2d2,1470,endgame hookMate mate mateIn1 oneMove
03ZQd,rn4k1/5ppp/1p1qp3/1Q6/Pp1P1P2/4PP2/2rNK2P/R5R1 b - - 6 21,a8a5 b5e8 d6f8 g1g7 g8g7 a1g1 g7f6 e8f8,1470,attraction crushing deflection kingsideAttack middlegame pin sacrifice veryLong
021Yc,4r1k1/2R5/6pp/3p1p1P/3b4/6BB/P2nrPP1/3R2K1 w - - 1 32,h5g6 e2e1 d1e1 e8e1 g1h2 d2f1,1472,crushing long middlegame
03yA0,r3kb1r/ppp2ppp/2n1pn2/7q/3P2b1/2N2N1P/PPP1BPP1/R1BQK2R w KQkq - 0 8,c1g5 g4f3 g5f6 f3e2 d1e2 h5e2,1474,advantage long opening
03VaO,1kr5/1p3ppp/p5b1/P1Npr3/1R4P1/7P/1P3P2/2R3K1 b - - 3 27,e5e7 c5a6 b8a7 c1c8,1475,crushing deflection discoveredAttack endgame pin queensideAttack short
00LOy,5k2/1p3pp1/p3pb2/r7/2P2B2/1P6/1PR1K1PP/8 b - - 0 33,f6e5 b3b4 a5a1 f4e5,1476,crushing endgame short
02yT2,rnq4r/ppN1kppp/4pB2/8/4b3/5Q2/PPP3PP/2KR2NR b - - 0 15,g7f6 f3a3,1477,mate mateIn1 middlegame oneMove
00gcY,3r2k1/5ppp/b3p3/3q4/3r4/p2PQP1P/3R1NPK/R7 w - - 0 35,a1a3 d5d6 h2h1 d6a3,1479,crushing fork middlegame short
033TS,8/8/R7/8/1pk5/7P/P2r4/6K1 w - - 0 63,a6c6 c4b5 c6c8 d2a2,1479,crushing defensiveMove endgame rookEndgame short
00XTV,8/2k4p/p2p2p1/2pP1p2/2P4P/3K4/P2R1PP1/4r3 w - - 0 28,d2e2 e1e2 d3e2 c7b6 e2f3 b6a5 a2a3 a5a4,1480,crushing endgame master rookEndgame veryLong
01PcY,r6k/4rpp1/n1P4p/1n3R2/4pB1P/8/5PP1/R5K1 b - - 0 45,a6c7 a1a8 c7a8 f5b5,1483,advantage middlegame short
01tjv,4rr1k/2p3pp/p2P4/1p3p2/1P4n1/1BP1qP1R/P4QP1/R5K1 w - - 0 25,f3g4 e3f2 g1f2 f5g4 f2g1 g4h3,1483,advantage discoveredAttack discoveredCheck intermezzo kingsideAttack long middlegame
03Drl,r4rk1/1p1n2pp/5p2/p7/5N2/P3PBqb/1P1Q2P1/R4RK1 b - - 1 24,h3f5 d2d5 g8h8 d5f5,1485,advantage fork middlegame short
03pyC,3r2k1/p2bb1p1/2nq2P1/1p1p1p1Q/2pPpP2/P1P1P3/1P4P1/R1B1K2R b KQ - 0 20,e7f6 h5h8,1485,master mate mateIn1 middlegame oneMove
00CWE,3r4/1p4p1/2pBkbBp/p1P5/3rp3/P7/1PK2P2/4R3 b - - 1 31,e6d5 g6f7,1487,endgame mate mateIn1 oneMove
00yfI,r1b5/1p3kpp/p1nBpn2/3p4/3P4/P1NQ4/1PP1B1qP/2K2R2 w - - 2 17,d3h7 g2f1 e2f1 f6h7,1489,advantage middlegame short
02aTY,6rk/4R2p/3p3p/2pNb3/4P3/2P3qP/PP4P1/5QK1 w - - 7 36,f1f2 g3h2 g1f1 h2h1 f1e2 g8g2,1489,crushing deflection endgame long pin
01Cqi,r3q1r1/1ppn3k/p2p3b/3Pp1Bp/1PP1N2P/5P1Q/P7/2K2RR1 w - - 9 27,e4f6 d7f6 g5h6 h7h6,1495,advantage middlegame pin short
01Wpf,4rrk1/pbp3pp/3q4/2P2p2/5b2/P1Q2N1P/6PN/R4R1K b - - 0 27,d6c6 c3c4 f8f7 c4f4,1495,advantage fork middlegame short
00l7Y,r1b2q2/p3p1bk/2p3p1/3pn2p/8/2NB3P/PPPBQ1P1/5RK1 b - - 1 17,f8d8 e2h5 h7g8 d3g6 e5g6 h5g6,1496,advantage deflection long middlegame pin
02nXf,2r1k2r/1p1Nppb1/1q3n1p/p2p2p1/6P1/1P2P2P/PBQP1P2/2R1KB1R b Kk - 0 15,c8c2 d7b6 c2c1 b2c1,1496,advantage hangingPiece master middlegame short
01BUa,2kr4/pp3Rp1/2p1p1P1/4P3/4p3/2P5/PP6/1K6 w - - 0 28,f7g7 e4e3 g7h7 e3e2 h7h1 d8d1,1498,advancedPawn crushing endgame long rookEndgame
03TEV,4rk2/b4pp1/2p2q2/P2p1B2/1r1P4/4B1P1/2Q2P1P/3R2K1 b - - 0 29,a7d4 e3d4 b4d4 c2c5,1501,advantage middlegame short
036O1,r4rk1/p1p1b1p1/2pq1n2/3p3p/3P4/2P5/PPN1QPPP/R1B2RK1 w - - 0 16,c1g5 f6g4 g2g3 e7g5,1503,advantage discoveredAttack middlegame short
02JZv,8/6kp/2pq1pp1/p7/Q2r4/1P5P/P4PP1/2R3K1 w - - 0 32,a4c6 d4d1 c1d1 d6c6,1505,advantage deflection endgame short
02ATq,r1b2r1k/pppn4/3pBbq1/3Pp1N1/2P4P/6B1/PP1Q1PP1/R3K2R w KQ - 1 20,h4h5 g6g5 d2g5 f6g5,1506,advantage middlegame short
01cKS,k1r4r/3bbppp/1Qn1qn2/1N6/5B2/5N2/PPP2PPP/R4RK1 b - - 4 17,f6d5 b6a6 c6a7 a6a7,1508,mate mateIn2 middlegame queensideAttack short
03GwJ,2kr1r2/p6p/4p1p1/2q5/2pp4/8/P3QPPP/2R2RK1 b - - 1 25,e6e5 c1c4 c5c4 e2c4,1508,crushing endgame pin short
00STy,8/1R5R/4kpp1/4p3/4P2K/5P1P/r7/6r1 b - - 10 40,a2h2 b7b6,1509,endgame master mate mateIn1 oneMove rookEndgame
03M1K,r1bq1rk1/pp2b1pp/2n1p3/2p3B1/3pn3/3P1N2/PPPQBPPP/R3K2R w KQ - 0 11,g5e7 e4d2 e7d8 d2f3,1511,crushing middlegame short
00rNc,1q5r/p3kpp1/2Q1p2p/3pP2P/2n3P1/2N2P2/PrP5/K3R1NR w - - 0 26,g1e2 b2a2 c3a2 b8b2,1512,clearance mate mateIn2 middlegame sacrifice short
03AoT,1b3rk1/p5pb/2pqp2p/2p1N3/5P2/BP1Pp3/P1PQ2PP/5R1K w - - 0 23,d2e3 d6e5 e3e5 b8e5,1512,advantage master middlegame short
0017R,r2qk2r/pp2ppbp/1n1p2p1/3Pn3/2P5/2NBBP1P/PP3P2/R2QK2R b KQkq - 0 12,e5c4 d3c4 b6c4 d1a4 d8d7 a4c4,1522,advantage fork long middlegame
02bHR,r2qkbnr/1n1bpppp/p2p4/3P4/1B2P3/5N2/1P3PPP/RN1QKB1R w KQkq - 1 11,a1a6 a8a6 f1a6 d8b6,1522,advantage opening short
01gA2,2kr1nQ1/ppp2p2/2n1pq2/3p4/3P4/4P3/PPPN1PPP/R4RK1 w - - 5 15,c2c4 f8g6 g8h7 d8h8,1523,advantage clearance middlegame quietMove short
